25.033227,121.50025770000002,台北市萬華區康定路382號
25.0491343,121.59441130000005,台北市南港區昆陽街161之2號
25.0489512,121.59444200000007,台北市南港區昆陽街161號
25.0480002,121.55104400000005,台台北市松山區八德路三段20號10樓之1及之2
25.0638856,121.58010489999992,台北市內湖區行愛路128號1樓
25.0587432,121.5743493,台北市內湖區新湖一路36巷18號1樓
25.0446973,121.51721889999999,台北市中正區公園路15之1號5樓
25.0339639,121.56447219999995,台北市信義區信義路五段7號59樓
25.0609073,121.52572550000002,台北市中山區林森北路477號
25.0418698,121.54463290000001,台北市大安區忠孝東路四段45號
25.0927619,121.5195592,台北市士林區中正路439號3樓
25.040247,121.54833740000004,台北市大安區敦化南路一段246號
25.0408932,121.54324169999995,台北市大安區忠孝東路三段300號
25.0304135,121.51592000000005,台北市中正區牯嶺街24號
25.0454145,121.50975130000006,台北市中正區光復里中華路一段39號
25.1118264,121.53152150000005,台北市士林區忠誠路2段55號
25.0405457,121.56484190000003,台北市信義區忠孝東路五段六號
25.0215769,121.54427399999997,台北市大安區臥龍里辛亥路三段15號
25.0498767,121.57731620000004,台北市松山區臺北市松山區八德路4段692號7樓
25.0403631,121.51546899999994,台北市中正區凱達格蘭大道3號
25.049116,121.51853519999997,台北市大同區市民大道一段209號1樓
25.065787,121.51627000000008,台北市大同區昌吉街52號
25.0350023,121.49988800000006,台北市萬華區和平西路三段120號4樓
25.0524298,121.54841239999996,台北市松山區敦化北路100號
25.104863,121.53854419999993,台北市士林區台北市仰德大道一段101號
25.09448,121.513914,台北市士林區承德路5段80號
25.066061,121.51510630000007,台北市大同區昌吉街57號三樓之1
25.1047446,121.52453590000005,台北市士林區中山北路六段77號
25.064444,121.53356800000006,台北市中山區松江路367號
25.0498767,121.57731620000004,台北市松山區八德路4段692號4樓
25.0311199,121.51986340000008,台北市中正區羅斯福路一段91號11樓
25.0322107,121.51834659999997,台北市中正區羅斯福路一段8號4樓
25.0438455,121.53070130000003,台北市中正區八德路一段一號
25.0541439,121.52596930000004,台北市中山區林森北路247號
25.1179204,121.5339295,台北市士林區天母東路68號
25.0545654,121.60686390000001,台北市南港區南港路1段360號4樓
25.0819808,121.55840379999995,台北市中山區敬業四路31、33號1樓
25.0693188,121.58908629999996,台北市內湖區民權東路六段99號三樓
25.0598048,121.56673669999998,台北市松山區新東街30巷1號
25.0350023,121.49988800000006,台北市萬華區和平西路3段120號11樓
25.064444,121.53356800000006,台北市中山區松江路367號2樓
25.0582329,121.55668860000003,台北市松山區民生東路五段30號5樓
25.1180311,121.51711799999998,台北市北投區石牌路二段111號
25.119413,121.46924100000001,台北市北投區關渡路55號
24.99154,121.56780700000002,台北市文山區秀明路一段169號
25.1029989,121.53072270000007,台北市士林區至誠路一段326巷26號
25.094898,121.53015200000004,台北市士林區福林路60號
25.0643023,121.60693459999993,台北市內湖區安康路290號
25.0593151,121.5629083,台北市松山區民生東路5段163-1號5樓
25.0893594,121.52154109999992,台北市士林區士商路一號
25.037703,121.50618179999992,台北市萬華區桂林路1號
25.0693188,121.58908629999996,台北市內湖區民權東路六段99號
25.0416404,121.52966300000003,台北市中正區金山南路一段5號
25.048607,121.55023099999994,台北市松山區敦化北路1號
25.0812531,121.58764339999993,台北市內湖區內湖路2段314號
25.0664602,121.61052689999997,台北市內湖區康寧路3段220號
25.0007616,121.57540919999997,台北市文山區木柵路4段159巷16號
25.0880024,121.52417660000003,台北市士林區基河路101號
25.0367564,121.519047,台北市中正區中山南路21-1號
24.9959139,121.57191119999993,台北市文山區木柵路四段77號
25.0014966,121.55157510000004,台北市文山區興隆路二段160號3樓
25.005555,121.58770099999992,台北市文山區木柵路5段53號
25.0773094,121.59052959999997,台北市內湖區成功路3段61號
25.0525378,121.5200893,台北市大同區位於民生西路至南京西路間。
25.0445992,121.50138049999998,台北市萬華區環河南路一段77號
25.0459863,121.519409,台北市中正區忠孝西路1段86號
25.0408333,121.56897549999996,台北市信義區忠孝東路5段32號
25.0693502,121.59033799999997,台北市內湖區成功路二段376號4樓
25.0288456,121.5661533,台北市信義區莊敬路391巷11弄2號
25.0460629,121.54417169999999,台北市松山區復興南路一段39號
